Site,Order,Family,Genera,Taxa,Time_Period,Period_Biomass,Mean_Annual_Biomass,PB,Production,Community_PB
Rose Creek,Diptera,Chironomidae,,Orthocladinae,Period 3,31.36,67.12,9.42,632.41,5.89
Rose Creek,Diptera,Chironomidae,,Orthocladinae,Period 4,44.17,67.12,9.42,632.41,5.89
Rose Creek,Diptera,Chironomidae,,Orthocladinae,Period 5,84.84,67.12,9.42,632.41,5.89
Rose Creek,Diptera,Chironomidae,,Orthocladinae,Period 5.5,28.27,67.12,9.42,632.41,5.89
Rose Creek,Diptera,Chironomidae,,Orthocladinae,Period 6,265.16,67.12,9.42,632.41,5.89
Rose Creek,Diptera,Chironomidae,,Tanypodinae,Period 1,2.29,3.39,5,16.94,5.89
Rose Creek,Diptera,Chironomidae,,Tanypodinae,Period 2,5.92,3.39,5,16.94,5.89
Rose Creek,Diptera,Chironomidae,,Tanypodinae,Period 3,3.57,3.39,5,16.94,5.89
Rose Creek,Diptera,Chironomidae,,Tanypodinae,Period 4,1.92,3.39,5,16.94,5.89
Rose Creek,Diptera,Chironomidae,,Tanypodinae,Period 5,0,3.39,5,16.94,5.89
Rose Creek,Diptera,Chironomidae,,Tanypodinae,Period 5.5,0,3.39,5,16.94,5.89
Rose Creek,Diptera,Chironomidae,,Tanypodinae,Period 6,10.01,3.39,5,16.94,5.89
Rose Creek,Diptera,Psychodidae,Pericoma ,Pericoma ,Period 1,0,13.58,5,67.89,5.89
Rose Creek,Diptera,Psychodidae,Pericoma ,Pericoma ,Period 2,0,13.58,5,67.89,5.89
Rose Creek,Diptera,Psychodidae,Pericoma ,Pericoma ,Period 3,0,13.58,5,67.89,5.89
Rose Creek,Diptera,Psychodidae,Pericoma ,Pericoma ,Period 4,28.99,13.58,5,67.89,5.89
Rose Creek,Diptera,Psychodidae,Pericoma ,Pericoma ,Period 5,31.2,13.58,5,67.89,5.89
Rose Creek,Diptera,Psychodidae,Pericoma ,Pericoma ,Period 5.5,0,13.58,5,67.89,5.89
Rose Creek,Diptera,Psychodidae,Pericoma ,Pericoma ,Period 6,34.86,13.58,5,67.89,5.89
Rose Creek,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera,Period 1,17.07,476.56,5,2382.82,5.89
Rose Creek,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera,Period 2,0,476.56,5,2382.82,5.89
Rose Creek,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera,Period 3,127.52,476.56,5,2382.82,5.89
Rose Creek,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera,Period 4,498.51,476.56,5,2382.82,5.89
Rose Creek,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera,Period 5,1966.82,476.56,5,2382.82,5.89
Rose Creek,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera,Period 5.5,233.93,476.56,5,2382.82,5.89
Rose Creek,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera,Period 6,440.89,476.56,5,2382.82,5.89
Rose Creek,Diptera,Simuliidae,Prosimulium ,Prosimulium ,Period 1,0.39,1.1,7.73,8.49,5.89
Rose Creek,Diptera,Simuliidae,Prosimulium ,Prosimulium ,Period 2,1.78,1.1,7.73,8.49,5.89
Rose Creek,Diptera,Simuliidae,Prosimulium ,Prosimulium ,Period 3,5.32,1.1,7.73,8.49,5.89
Rose Creek,Diptera,Simuliidae,Prosimulium ,Prosimulium ,Period 4,0,1.1,7.73,8.49,5.89
Rose Creek,Diptera,Simuliidae,Prosimulium ,Prosimulium ,Period 5,0.19,1.1,7.73,8.49,5.89
Rose Creek,Diptera,Simuliidae,Prosimulium ,Prosimulium ,Period 5.5,0,1.1,7.73,8.49,5.89
Rose Creek,Diptera,Simuliidae,Prosimulium ,Prosimulium ,Period 6,0,1.1,7.73,8.49,5.89
Rose Creek,Diptera,Simuliidae,Simulium  ,Simulium  ,Period 1,0.65,24.25,7.73,187.4,5.89
Rose Creek,Diptera,Simuliidae,Simulium  ,Simulium  ,Period 2,2.19,24.25,7.73,187.4,5.89
Rose Creek,Diptera,Simuliidae,Simulium  ,Simulium  ,Period 3,164.59,24.25,7.73,187.4,5.89
Rose Creek,Diptera,Simuliidae,Simulium  ,Simulium  ,Period 4,0,24.25,7.73,187.4,5.89
Rose Creek,Diptera,Simuliidae,Simulium  ,Simulium  ,Period 5,2.34,24.25,7.73,187.4,5.89
Rose Creek,Diptera,Simuliidae,Simulium  ,Simulium  ,Period 5.5,0,24.25,7.73,187.4,5.89
Rose Creek,Diptera,Simuliidae,Simulium  ,Simulium  ,Period 6,0,24.25,7.73,187.4,5.89
Rose Creek,Diptera,Tabanidae,,Tabanidae,Period 1,6.15,19.99,5,99.94,5.89
Rose Creek,Diptera,Tabanidae,,Tabanidae,Period 2,0,19.99,5,99.94,5.89
Rose Creek,Diptera,Tabanidae,,Tabanidae,Period 3,86.24,19.99,5,99.94,5.89
Rose Creek,Diptera,Tabanidae,,Tabanidae,Period 4,30.31,19.99,5,99.94,5.89
Rose Creek,Diptera,Tabanidae,,Tabanidae,Period 5,7.03,19.99,5,99.94,5.89
Rose Creek,Diptera,Tabanidae,,Tabanidae,Period 5.5,0,19.99,5,99.94,5.89
Rose Creek,Diptera,Tabanidae,,Tabanidae,Period 6,10.2,19.99,5,99.94,5.89
Rose Creek,Diptera,Tipulidae,Antocha ,Antocha ,Period 1,0.66,0.09,3.12,0.29,5.89
Rose Creek,Diptera,Tipulidae,Antocha ,Antocha ,Period 2,0,0.09,3.12,0.29,5.89
Rose Creek,Diptera,Tipulidae,Antocha ,Antocha ,Period 3,0,0.09,3.12,0.29,5.89
Rose Creek,Diptera,Tipulidae,Antocha ,Antocha ,Period 4,0,0.09,3.12,0.29,5.89
Rose Creek,Diptera,Tipulidae,Antocha ,Antocha ,Period 5,0,0.09,3.12,0.29,5.89
Rose Creek,Diptera,Tipulidae,Antocha ,Antocha ,Period 5.5,0,0.09,3.12,0.29,5.89
Rose Creek,Diptera,Tipulidae,Antocha ,Antocha ,Period 6,0,0.09,3.12,0.29,5.89
Rose Creek,Diptera,Tipulidae,Dicranota ,Dicranota ,Period 1,0,2.18,1.6,3.49,5.89
Rose Creek,Diptera,Tipulidae,Dicranota ,Dicranota ,Period 2,0,2.18,1.6,3.49,5.89
Rose Creek,Diptera,Tipulidae,Dicranota ,Dicranota ,Period 3,0,2.18,1.6,3.49,5.89
Rose Creek,Diptera,Tipulidae,Dicranota ,Dicranota ,Period 4,0,2.18,1.6,3.49,5.89
Rose Creek,Diptera,Tipulidae,Dicranota ,Dicranota ,Period 5,3.61,2.18,1.6,3.49,5.89
Rose Creek,Diptera,Tipulidae,Dicranota ,Dicranota ,Period 5.5,0,2.18,1.6,3.49,5.89
Rose Creek,Diptera,Tipulidae,Dicranota ,Dicranota ,Period 6,11.68,2.18,1.6,3.49,5.89
Rose Creek,Diptera,Tipulidae,Hesperoconopa,Hesperoconopa,Period 1,0,1.81,3.12,5.64,5.89
Rose Creek,Diptera,Tipulidae,Hesperoconopa,Hesperoconopa,Period 2,0,1.81,3.12,5.64,5.89
Rose Creek,Diptera,Tipulidae,Hesperoconopa,Hesperoconopa,Period 3,0,1.81,3.12,5.64,5.89
Rose Creek,Diptera,Tipulidae,Hesperoconopa,Hesperoconopa,Period 4,0,1.81,3.12,5.64,5.89
Rose Creek,Diptera,Tipulidae,Hesperoconopa,Hesperoconopa,Period 5,0,1.81,3.12,5.64,5.89
Rose Creek,Diptera,Tipulidae,Hesperoconopa,Hesperoconopa,Period 5.5,0,1.81,3.12,5.64,5.89
Rose Creek,Diptera,Tipulidae,Hesperoconopa,Hesperoconopa,Period 6,12.68,1.81,3.12,5.64,5.89
Rose Creek,Diptera,Tipulidae,Hexatoma ,Hexatoma ,Period 1,47.38,18.07,1.6,28.87,5.89
Rose Creek,Diptera,Tipulidae,Hexatoma ,Hexatoma ,Period 2,7.24,18.07,1.6,28.87,5.89
Rose Creek,Diptera,Tipulidae,Hexatoma ,Hexatoma ,Period 3,45.35,18.07,1.6,28.87,5.89
Rose Creek,Diptera,Tipulidae,Hexatoma ,Hexatoma ,Period 4,26.52,18.07,1.6,28.87,5.89
Rose Creek,Diptera,Tipulidae,Hexatoma ,Hexatoma ,Period 5,0,18.07,1.6,28.87,5.89
Rose Creek,Diptera,Tipulidae,Hexatoma ,Hexatoma ,Period 5.5,0,18.07,1.6,28.87,5.89
Rose Creek,Diptera,Tipulidae,Hexatoma ,Hexatoma ,Period 6,0,18.07,1.6,28.87,5.89
Rose Creek,Diptera,Tipulidae,Limnophila ,Limnophila ,Period 1,10.9,15.36,5,76.78,5.89
Rose Creek,Diptera,Tipulidae,Limnophila ,Limnophila ,Period 2,15.02,15.36,5,76.78,5.89
Rose Creek,Diptera,Tipulidae,Limnophila ,Limnophila ,Period 3,19.59,15.36,5,76.78,5.89
Rose Creek,Diptera,Tipulidae,Limnophila ,Limnophila ,Period 4,18.28,15.36,5,76.78,5.89
Rose Creek,Diptera,Tipulidae,Limnophila ,Limnophila ,Period 5,27.43,15.36,5,76.78,5.89
Rose Creek,Diptera,Tipulidae,Limnophila ,Limnophila ,Period 5.5,0,15.36,5,76.78,5.89
Rose Creek,Diptera,Tipulidae,Limnophila ,Limnophila ,Period 6,16.26,15.36,5,76.78,5.89
Rose Creek,Diptera,Tipulidae,Pilaria/Ulomorpha,Pilaria/Ulomorpha,Period 1,0,8.09,1.6,12.92,5.89
Rose Creek,Diptera,Tipulidae,Pilaria/Ulomorpha,Pilaria/Ulomorpha,Period 2,0,8.09,1.6,12.92,5.89
Rose Creek,Diptera,Tipulidae,Pilaria/Ulomorpha,Pilaria/Ulomorpha,Period 3,0,8.09,1.6,12.92,5.89
Rose Creek,Diptera,Tipulidae,Pilaria/Ulomorpha,Pilaria/Ulomorpha,Period 4,14.51,8.09,1.6,12.92,5.89
Rose Creek,Diptera,Tipulidae,Pilaria/Ulomorpha,Pilaria/Ulomorpha,Period 5,37.1,8.09,1.6,12.92,5.89
Rose Creek,Diptera,Tipulidae,Pilaria/Ulomorpha,Pilaria/Ulomorpha,Period 5.5,0,8.09,1.6,12.92,5.89
Rose Creek,Diptera,Tipulidae,Pilaria/Ulomorpha,Pilaria/Ulomorpha,Period 6,5.01,8.09,1.6,12.92,5.89
Rose Creek,Diptera,Tipulidae,Tipula /Holorusia,Tipula/Holorusia,Period 1,0,238.89,5,1194.43,5.89
Rose Creek,Diptera,Tipulidae,Tipula /Holorusia,Tipula/Holorusia,Period 2,119.13,238.89,5,1194.43,5.89
Rose Creek,Diptera,Tipulidae,Tipula /Holorusia,Tipula/Holorusia,Period 3,192.02,238.89,5,1194.43,5.89
Rose Creek,Diptera,Tipulidae,Tipula /Holorusia,Tipula/Holorusia,Period 4,89.14,238.89,5,1194.43,5.89
Rose Creek,Diptera,Tipulidae,Tipula /Holorusia,Tipula/Holorusia,Period 5,123.75,238.89,5,1194.43,5.89
Rose Creek,Diptera,Tipulidae,Tipula /Holorusia,Tipula/Holorusia,Period 5.5,226.43,238.89,5,1194.43,5.89
Rose Creek,Diptera,Tipulidae,Tipula /Holorusia,Tipula/Holorusia,Period 6,923.12,238.89,5,1194.43,5.89
Rose Creek,Diptera,,,Diptera,Period 1,8.92,5.1,5,25.48,5.89
Rose Creek,Diptera,,,Diptera,Period 2,0,5.1,5,25.48,5.89
Rose Creek,Diptera,,,Diptera,Period 3,0,5.1,5,25.48,5.89
Rose Creek,Diptera,,,Diptera,Period 4,0,5.1,5,25.48,5.89
Rose Creek,Diptera,,,Diptera,Period 5,0,5.1,5,25.48,5.89
Rose Creek,Diptera,,,Diptera,Period 5.5,0,5.1,5,25.48,5.89
Rose Creek,Diptera,,,Diptera,Period 6,0,5.1,5,25.48,5.89
Rose Creek,Ephemeroptera,Ameletidae,Ameletus ,Ameletus ,Period 1,14.76,3.42,5,17.09,5.89
Rose Creek,Ephemeroptera,Ameletidae,Ameletus ,Ameletus ,Period 2,9.72,3.42,5,17.09,5.89
Rose Creek,Ephemeroptera,Ameletidae,Ameletus ,Ameletus ,Period 3,0,3.42,5,17.09,5.89
Rose Creek,Ephemeroptera,Ameletidae,Ameletus ,Ameletus ,Period 4,0,3.42,5,17.09,5.89
Rose Creek,Ephemeroptera,Ameletidae,Ameletus ,Ameletus ,Period 5,0,3.42,5,17.09,5.89
Rose Creek,Ephemeroptera,Ameletidae,Ameletus ,Ameletus ,Period 5.5,0,3.42,5,17.09,5.89
Rose Creek,Ephemeroptera,Ameletidae,Ameletus ,Ameletus ,Period 6,11.54,3.42,5,17.09,5.89
Rose Creek,Ephemeroptera,Baetidae,,Baetidae,Period 1,147.95,178.43,15.92,2840.21,5.89
Rose Creek,Ephemeroptera,Baetidae,,Baetidae,Period 2,271.16,178.43,15.92,2840.21,5.89
Rose Creek,Ephemeroptera,Baetidae,,Baetidae,Period 3,228.18,178.43,15.92,2840.21,5.89
Rose Creek,Ephemeroptera,Baetidae,,Baetidae,Period 4,393.76,178.43,15.92,2840.21,5.89
Rose Creek,Ephemeroptera,Baetidae,,Baetidae,Period 5,95.11,178.43,15.92,2840.21,5.89
Rose Creek,Ephemeroptera,Baetidae,,Baetidae,Period 5.5,321.26,178.43,15.92,2840.21,5.89
Rose Creek,Ephemeroptera,Baetidae,,Baetidae,Period 6,320.46,178.43,15.92,2840.21,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Caudatella,Caudatella hystrix,Period 1,0,5.75,5,28.73,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Caudatella,Caudatella hystrix,Period 2,22.73,5.75,5,28.73,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Caudatella,Caudatella hystrix,Period 3,13.94,5.75,5,28.73,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Caudatella,Caudatella hystrix,Period 4,3.56,5.75,5,28.73,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Caudatella,Caudatella hystrix,Period 5,0,5.75,5,28.73,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Caudatella,Caudatella hystrix,Period 5.5,0,5.75,5,28.73,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Caudatella,Caudatella hystrix,Period 6,0,5.75,5,28.73,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella coloradensis/flavilinae group,Period 1,54.38,33.94,4.56,154.69,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella coloradensis/flavilinae group,Period 2,72.7,33.94,4.56,154.69,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella coloradensis/flavilinae group,Period 3,0,33.94,4.56,154.69,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella coloradensis/flavilinae group,Period 4,0,33.94,4.56,154.69,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella coloradensis/flavilinae group,Period 5,0.18,33.94,4.56,154.69,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella coloradensis/flavilinae group,Period 5.5,5.78,33.94,4.56,154.69,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella coloradensis/flavilinae group,Period 6,97.83,33.94,4.56,154.69,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella grandis,Period 1,9.55,16.94,4.56,77.23,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella grandis,Period 2,0,16.94,4.56,77.23,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella grandis,Period 3,0,16.94,4.56,77.23,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella grandis,Period 4,0,16.94,4.56,77.23,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella grandis,Period 5,3.56,16.94,4.56,77.23,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella grandis,Period 5.5,0,16.94,4.56,77.23,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella grandis,Period 6,105.5,16.94,4.56,77.23,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella spinifera,Period 1,0,2.94,4.56,13.41,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella spinifera,Period 2,0,2.94,4.56,13.41,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella spinifera,Period 3,0,2.94,4.56,13.41,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella spinifera,Period 4,1.27,2.94,4.56,13.41,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella spinifera,Period 5,0,2.94,4.56,13.41,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella spinifera,Period 5.5,19.33,2.94,4.56,13.41,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella spinifera,Period 6,0,2.94,4.56,13.41,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 1,0.78,15.38,5,76.9,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 2,86.19,15.38,5,76.9,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 3,20.68,15.38,5,76.9,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 4,0,15.38,5,76.9,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 5,0,15.38,5,76.9,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 5.5,0,15.38,5,76.9,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 6,0,15.38,5,76.9,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 1,0,26.61,5,133.04,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 2,52.07,26.61,5,133.04,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 3,134.18,26.61,5,133.04,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 4,0,26.61,5,133.04,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 5,0,26.61,5,133.04,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 5.5,0,26.61,5,133.04,5.89
Rose Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 6,0,26.61,5,133.04,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 1,5.48,2.88,8.62,24.78,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 2,0,2.88,8.62,24.78,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 3,0,2.88,8.62,24.78,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 4,0,2.88,8.62,24.78,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 5,1.63,2.88,8.62,24.78,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 5.5,13.02,2.88,8.62,24.78,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 6,0,2.88,8.62,24.78,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 1,389.83,195.52,3.12,610.2,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 2,101.04,195.52,3.12,610.2,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 3,13.87,195.52,3.12,610.2,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 4,0,195.52,3.12,610.2,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 5,10.38,195.52,3.12,610.2,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 5.5,41.03,195.52,3.12,610.2,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 6,812.51,195.52,3.12,610.2,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Epeorus,Epeorus,Period 1,118.6,49.45,9.32,460.84,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Epeorus,Epeorus,Period 2,42.24,49.45,9.32,460.84,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Epeorus,Epeorus,Period 3,4.11,49.45,9.32,460.84,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Epeorus,Epeorus,Period 4,0,49.45,9.32,460.84,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Epeorus,Epeorus,Period 5,0.13,49.45,9.32,460.84,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Epeorus,Epeorus,Period 5.5,17.27,49.45,9.32,460.84,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Epeorus,Epeorus,Period 6,155.49,49.45,9.32,460.84,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Heptagenia,Heptagenia,Period 1,1.03,0.15,5,0.73,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Heptagenia,Heptagenia,Period 2,0,0.15,5,0.73,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Heptagenia,Heptagenia,Period 3,0,0.15,5,0.73,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Heptagenia,Heptagenia,Period 4,0,0.15,5,0.73,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Heptagenia,Heptagenia,Period 5,0,0.15,5,0.73,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Heptagenia,Heptagenia,Period 5.5,0,0.15,5,0.73,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Heptagenia,Heptagenia,Period 6,0,0.15,5,0.73,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Rhithrogena,Rhithrogena,Period 1,0,0.98,5,4.9,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Rhithrogena,Rhithrogena,Period 2,0,0.98,5,4.9,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Rhithrogena,Rhithrogena,Period 3,0,0.98,5,4.9,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Rhithrogena,Rhithrogena,Period 4,0,0.98,5,4.9,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Rhithrogena,Rhithrogena,Period 5,6.86,0.98,5,4.9,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Rhithrogena,Rhithrogena,Period 5.5,0,0.98,5,4.9,5.89
Rose Creek,Ephemeroptera,Heptageniidae,Rhithrogena,Rhithrogena,Period 6,0,0.98,5,4.9,5.89
Rose Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 1,16.44,8.38,5,41.91,5.89
Rose Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 2,8.04,8.38,5,41.91,5.89
Rose Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 3,0,8.38,5,41.91,5.89
Rose Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 4,4.83,8.38,5,41.91,5.89
Rose Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 5,15.38,8.38,5,41.91,5.89
Rose Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 5.5,0,8.38,5,41.91,5.89
Rose Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 6,13.99,8.38,5,41.91,5.89
Rose Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 1,5.27,8.41,10.99,92.36,5.89
Rose Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 2,3.88,8.41,10.99,92.36,5.89
Rose Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 3,0.73,8.41,10.99,92.36,5.89
Rose Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 4,0.03,8.41,10.99,92.36,5.89
Rose Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 5,0,8.41,10.99,92.36,5.89
Rose Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 5.5,35.06,8.41,10.99,92.36,5.89
Rose Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 6,13.88,8.41,10.99,92.36,5.89
Rose Creek,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus,Period 1,0,20.2,5,101,5.89
Rose Creek,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus,Period 2,0,20.2,5,101,5.89
Rose Creek,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus,Period 3,95.89,20.2,5,101,5.89
Rose Creek,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus,Period 4,0,20.2,5,101,5.89
Rose Creek,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus,Period 5,0,20.2,5,101,5.89
Rose Creek,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus,Period 5.5,0,20.2,5,101,5.89
Rose Creek,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus,Period 6,0,20.2,5,101,5.89
Rose Creek,Ephemeroptera,,,Ephemeroptera,Period 1,0,5.64,5,28.2,5.89
Rose Creek,Ephemeroptera,,,Ephemeroptera,Period 2,20.31,5.64,5,28.2,5.89
Rose Creek,Ephemeroptera,,,Ephemeroptera,Period 3,0,5.64,5,28.2,5.89
Rose Creek,Ephemeroptera,,,Ephemeroptera,Period 4,0.8,5.64,5,28.2,5.89
Rose Creek,Ephemeroptera,,,Ephemeroptera,Period 5,16.44,5.64,5,28.2,5.89
Rose Creek,Ephemeroptera,,,Ephemeroptera,Period 5.5,0,5.64,5,28.2,5.89
Rose Creek,Ephemeroptera,,,Ephemeroptera,Period 6,1.93,5.64,5,28.2,5.89
Rose Creek,Hemiptera,Corixidae,,Corixidae,Period 1,0,3.16,5,15.8,5.89
Rose Creek,Hemiptera,Corixidae,,Corixidae,Period 2,0,3.16,5,15.8,5.89
Rose Creek,Hemiptera,Corixidae,,Corixidae,Period 3,0,3.16,5,15.8,5.89
Rose Creek,Hemiptera,Corixidae,,Corixidae,Period 4,22.12,3.16,5,15.8,5.89
Rose Creek,Hemiptera,Corixidae,,Corixidae,Period 5,0,3.16,5,15.8,5.89
Rose Creek,Hemiptera,Corixidae,,Corixidae,Period 5.5,0,3.16,5,15.8,5.89
Rose Creek,Hemiptera,Corixidae,,Corixidae,Period 6,0,3.16,5,15.8,5.89
Rose Creek,Hemiptera,Notonectidae,,Notonectidae,Period 1,0,2.2,5,11,5.89
Rose Creek,Hemiptera,Notonectidae,,Notonectidae,Period 2,0,2.2,5,11,5.89
Rose Creek,Hemiptera,Notonectidae,,Notonectidae,Period 3,0,2.2,5,11,5.89
Rose Creek,Hemiptera,Notonectidae,,Notonectidae,Period 4,15.4,2.2,5,11,5.89
Rose Creek,Hemiptera,Notonectidae,,Notonectidae,Period 5,0,2.2,5,11,5.89
Rose Creek,Hemiptera,Notonectidae,,Notonectidae,Period 5.5,0,2.2,5,11,5.89
Rose Creek,Hemiptera,Notonectidae,,Notonectidae,Period 6,0,2.2,5,11,5.89
Rose Creek,Ostracoda,,,Ostracoda,Period 1,0.08,0.45,5,2.27,5.89
Rose Creek,Ostracoda,,,Ostracoda,Period 2,2.48,0.45,5,2.27,5.89
